,open_close_diff,pos_neg,close_low_diff,sentiment_1,sentiment_2,s1_no_0,s2_no_0,s1_scaled,s2_scaled
2018-08-13,5.640015000000005,1.0,-6.470000999999968,0.10664333343415107,0.04702581793651631,0.1652824500648002,0.07662276045829493,0.3744681142390666,0.28625160729709986
2018-08-14,2.0400080000000003,1.0,-9.309998000000007,0.13570517711171656,0.0569840457134881,0.18343941068139955,0.10030285264676324,0.46918038462920597,0.3744681142390666
2018-08-15,-5.73001099999999,-1.0,-15.5,0.1166926056338025,0.05047047485956983,0.17722299465240593,0.0915885933553855,0.40721859615471456,0.46918038462920597
2018-08-16,1.2200020000000222,1.0,-4.869995000000017,0.1042811666666668,0.0404498983490054,0.152235279805353,0.06934268288400926,0.3667698353524701,0.40721859615471456
2018-08-17,-11.950012000000015,-1.0,-31.920012999999983,0.10230583333333322,0.031606958271281176,0.14571750741839745,0.05342021116272875,0.3603322429253326,0.3667698353524701
2018-08-20,-13.799987999999985,-1.0,-17.299987999999985,0.022590395347457104,0.036732916592411596,0.030085396421271532,0.05775751396838721,0.10054039349717692,0.3603322429253326
2018-08-21,2.169983000000002,1.0,0.5599980000000073,0.06782863961813827,0.04482937110622071,0.10007112676056316,0.08636094939543207,0.24797139859364556,0.10054039349717692
2018-08-22,-1.0299989999999752,-1.0,-7.229981000000009,0.06570553745928341,0.06276805046546788,0.09106817155756212,0.12432123543805572,0.2410522289784508,0.24797139859364556
2018-08-23,-2.5,-1.0,-3.5400089999999977,0.09406254416961134,0.04148925691738668,0.12323935185185188,0.06559474696994654,0.33346744243845805,0.2410522289784508
2018-08-24,0.6000060000000076,1.0,-0.7000120000000152,0.1888988151658764,0.1080058065617898,0.22906695402298805,0.15936521108068286,0.6425379419238242,0.33346744243845805
